player,position,team,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
Nader Ghandri,DF,Tunisia,27-300,1995,1.0,27,33,81.8,561,204,5,6,83.3,19,21,90.5,3,5,60.0,0,0.0,0.0,0.0,0,0,0,0,1
Nahuel Molina,DF,Argentina,24-253,1998,5.3,254,305,83.3,3432,1113,161,185,87.0,69,83,83.1,15,20,75.0,1,0.3,0.3,+0.7,3,15,3,1,8
Nampalys Mendy,MF,Senegal,30-175,1992,3.0,141,159,88.7,2662,472,58,64,90.6,55,58,94.8,21,27,77.8,0,0.0,0.1,0.0,1,13,2,1,6
Nasser Al-Dawsari,FW,Saudi Arabia,23-361,1998,0.1,11,11,100.0,169,46,7,7,100.0,3,3,100.0,1,1,100.0,0,0.1,0.1,-0.1,1,1,1,1,0
Nathan Aké,DF,Netherlands,27-300,1995,5.3,315,349,90.3,5204,1703,154,165,93.3,138,144,95.8,20,33,60.6,0,0.0,0.1,0.0,0,29,1,0,19
Nathaniel Atkinson,DF,Australia,23-185,1999,0.9,27,34,79.4,396,108,15,17,88.2,10,12,83.3,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,3
Nawaf Al Abed,MF,Saudi Arabia,32-323,1990,1.0,33,39,84.6,458,60,23,24,95.8,7,10,70.0,1,2,50.0,0,0.1,0.0,-0.1,1,2,0,0,0
Nayef Aguerd,DF,Morocco,26-260,1996,3.9,137,158,86.7,2659,996,53,57,93.0,64,68,94.1,20,31,64.5,0,0.0,0.0,0.0,1,3,0,0,3
Naïm Sliti,MF,Tunisia,30-141,1992,1.3,29,51,56.9,557,202,11,17,64.7,12,16,75.0,5,16,31.3,0,0.1,0.1,-0.1,2,3,3,1,8
Neco Williams,DF,Wales,21-246,2001,2.3,69,101,68.3,1178,388,35,39,89.7,26,36,72.2,7,17,41.2,0,0.1,0.0,-0.1,1,5,0,0,4
Nemanja Gudelj,MF,Serbia,31-029,1991,1.0,44,52,84.6,755,229,23,24,95.8,18,23,78.3,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,3
Nemanja Maksimović,MF,Serbia,27-323,1995,1.4,50,57,87.7,673,181,31,31,100.0,18,22,81.8,0,2,0.0,0,0.1,0.1,-0.1,3,5,2,2,0
Nemanja Radonjić,DF,Serbia,26-303,1996,0.7,15,24,62.5,236,74,8,10,80.0,4,7,57.1,1,2,50.0,0,0.0,0.0,0.0,1,0,1,1,1
Neymar,MF,Brazil,30-313,1992,3.1,121,153,79.1,1795,627,62,76,81.6,45,53,84.9,7,13,53.8,0,0.8,0.5,-0.8,6,16,4,0,14
Niclas Füllkrug,FW,Germany,29-309,1993,0.8,15,24,62.5,181,43,7,9,77.8,4,6,66.7,1,2,50.0,1,0.6,0.2,+0.4,1,1,0,0,1
Nico Elvedi,DF,Switzerland,26-076,1996,2.0,131,142,92.3,2283,673,56,60,93.3,68,70,97.1,6,8,75.0,0,0.0,0.0,0.0,0,2,0,0,6
Nico Schlotterbeck,DF,Germany,23-014,1999,1.0,110,123,89.4,1895,548,42,42,100.0,59,60,98.3,6,16,37.5,0,0.1,0.1,-0.1,2,10,2,0,7
Nico Williams,FW,Spain,20-156,2002,1.6,50,63,79.4,822,74,25,28,89.3,19,24,79.2,4,6,66.7,0,0.0,0.1,0.0,0,1,2,0,3
Nicola Zalewski,MF,Poland,20-326,2002,0.7,15,17,88.2,280,54,3,4,75.0,10,11,90.9,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,1
Nicolas Jackson,FW,Senegal,21-178,2001,0.2,9,10,90.0,124,30,5,6,83.3,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Nicolas Nkoulou,DF,Cameroon,32-263,1990,2.0,79,91,86.8,1510,572,30,31,96.8,39,43,90.7,9,15,60.0,1,0.0,0.0,+1.0,0,1,0,0,1
Nicolás De La Cruz,MF,Uruguay,25-197,1997,0.4,20,25,80.0,316,85,11,11,100.0,6,8,75.0,3,4,75.0,0,0.0,0.0,0.0,0,3,1,0,2
Nicolás Otamendi,DF,Argentina,34-306,1988,6.3,464,503,92.2,7733,2609,205,217,94.5,233,249,93.6,22,30,73.3,1,0.2,0.2,+0.8,2,19,0,0,21
Nicolás Tagliafico,DF,Argentina,30-106,1992,2.8,105,125,84.0,1452,288,69,73,94.5,30,35,85.7,4,8,50.0,0,0.2,0.1,-0.2,1,2,1,0,1
Niklas Süle,DF,Germany,27-103,1995,3.0,231,255,90.6,3990,1348,105,113,92.9,99,108,91.7,21,25,84.0,0,0.0,0.1,0.0,0,26,0,0,18
Nikola Milenković,DF,Serbia,25-064,1997,3.0,141,163,86.5,2363,823,69,73,94.5,55,62,88.7,16,23,69.6,0,0.0,0.0,0.0,0,10,0,0,6
Nikola Vlašić,FW,Croatia,25-072,1997,2.0,41,48,85.4,504,66,26,26,100.0,12,13,92.3,0,1,0.0,0,0.0,0.1,0.0,0,3,2,1,3
Noa Lang,MF,Netherlands,23-181,1999,0.1,1,3,33.3,5,6,1,2,50.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Noah Okafor,FW,Switzerland,22-205,2000,0.5,17,22,77.3,271,14,9,10,90.0,6,7,85.7,2,3,66.7,0,0.0,0.0,0.0,1,1,0,0,0
Nouhou Tolo,DF,Cameroon,25-175,1997,3.0,83,109,76.1,1368,510,44,47,93.6,33,44,75.0,6,14,42.9,0,0.0,0.0,0.0,0,5,1,1,6
Noussair Mazraoui,DF,Morocco,25-031,1997,4.1,98,121,81.0,1529,565,53,57,93.0,35,42,83.3,7,16,43.8,0,0.0,0.1,0.0,1,2,1,1,3
Nuno Mendes,DF,Portugal,20-179,2002,0.5,29,32,90.6,475,197,17,17,100.0,8,10,80.0,3,4,75.0,0,0.0,0.0,0.0,1,2,1,1,2
Néstor Araujo,DF,Mexico,31-108,1991,1.0,44,53,83.0,757,210,18,19,94.7,22,24,91.7,4,8,50.0,0,0.0,0.0,0.0,0,5,2,2,3
Olivier Giroud,FW,France,36-076,1986,4.2,43,65,66.2,594,138,33,42,78.6,9,18,50.0,1,2,50.0,0,0.1,0.3,-0.1,2,4,1,0,5
Olivier Ntcham,MF,Cameroon,26-309,1996,0.3,11,12,91.7,169,63,7,7,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,1,3,1,0,4
Orbelín Pineda,MF,Mexico,26-266,1996,0.8,18,25,72.0,253,71,13,16,81.3,4,7,57.1,1,1,100.0,0,0.1,0.0,-0.1,1,5,0,0,3
Osman Bukari,MF,Ghana,24-002,1998,0.7,14,20,70.0,169,30,10,12,83.3,4,4,100.0,0,2,0.0,0,0.1,0.0,-0.1,1,0,0,0,1
Otávio,MF,Portugal,27-309,1995,2.2,98,127,77.2,1532,414,55,64,85.9,27,37,73.0,10,16,62.5,0,0.4,0.5,-0.4,4,10,7,2,12
Ousmane Dembélé,FW,France,25-214,1997,4.4,136,179,76.0,2201,457,70,83,84.3,50,60,83.3,11,24,45.8,2,1.6,1.0,+0.4,11,6,13,6,9
Pablo Sarabia,FW,Spain,30-218,1992,0.0,2,5,40.0,39,28,1,1,100.0,1,2,50.0,0,1,0.0,0,0.2,0.0,-0.2,2,0,1,1,0
Paik Seung-ho,MF,Korea Republic,25-273,1997,0.3,20,27,74.1,260,57,10,14,71.4,7,9,77.8,1,1,100.0,0,0.0,0.0,0.0,0,3,1,0,2
Pape Abou Cissé,DF,Senegal,27-092,1995,1.2,28,37,75.7,666,282,8,9,88.9,14,16,87.5,6,12,50.0,0,0.0,0.0,0.0,0,2,0,0,0
Pape Gueye,MF,Senegal,23-325,1999,1.7,45,62,72.6,811,205,23,27,85.2,13,15,86.7,9,14,64.3,0,0.2,0.1,-0.2,2,5,2,1,4
Pape Matar Sarr,MF,Senegal,20-092,2002,0.7,36,43,83.7,639,174,17,19,89.5,12,15,80.0,5,6,83.3,0,0.0,0.1,0.0,1,3,1,0,2
Papu Gómez,MF,Argentina,34-303,1988,1.2,53,60,88.3,671,74,40,43,93.0,11,12,91.7,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,2
Pathé Ciss,MF,Senegal,28-274,1994,1.6,46,57,80.7,816,255,19,23,82.6,17,21,81.0,5,5,100.0,0,0.0,0.0,0.0,0,6,1,0,8
Pau Torres,DF,Spain,25-333,1997,1.0,174,191,91.1,3177,815,51,54,94.4,111,120,92.5,11,14,78.6,0,0.0,0.0,0.0,0,11,0,0,3
Paulo Dybala,FW,Argentina,29-030,1993,0.2,7,9,77.8,97,33,4,5,80.0,3,4,75.0,0,0,,0,0.2,0.1,-0.2,1,0,1,0,2
Pedri,MF,Spain,20-020,2002,4.0,393,434,90.6,7400,1439,160,168,95.2,175,185,94.6,52,58,89.7,0,0.8,0.9,-0.8,5,71,6,0,33
Pedro,FW,Brazil,25-178,1997,0.7,10,13,76.9,100,10,6,9,66.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Pepe,DF,Portugal,39-292,1983,4.0,243,295,82.4,4602,1638,109,119,91.6,108,122,88.5,26,49,53.1,0,0.0,0.0,0.0,0,18,0,0,10
Pervis Estupiñán,DF,Ecuador,24-328,1998,3.0,148,190,77.9,2524,886,74,78,94.9,52,67,77.6,18,33,54.5,0,0.3,0.4,-0.3,5,8,4,3,10
Phil Foden,FW,England,22-201,2000,2.9,90,117,76.9,1444,292,57,67,85.1,23,27,85.2,7,16,43.8,2,0.6,0.4,+1.4,6,3,1,0,5
Piero Hincapié,DF,Ecuador,20-340,2002,3.0,168,200,84.0,3418,947,52,55,94.5,97,107,90.7,19,34,55.9,0,0.0,0.0,0.0,0,10,1,0,8
Pierre Højbjerg,MF,Denmark,27-132,1995,3.0,200,224,89.3,3784,1123,95,102,93.1,68,75,90.7,35,44,79.5,0,0.0,0.1,0.0,1,30,2,0,21
Pierre Kunde,MF,Cameroon,27-142,1995,1.5,38,49,77.6,751,264,17,20,85.0,12,14,85.7,7,11,63.6,0,0.1,0.2,-0.1,1,8,1,0,4
Piotr Zieliński,MF,Poland,28-209,1994,3.6,124,153,81.0,2125,676,54,59,91.5,52,60,86.7,11,24,45.8,0,0.4,0.4,-0.4,7,14,1,1,8
Przemysław Frankowski,MF,Poland,27-247,1995,2.7,49,74,66.2,729,228,26,33,78.8,18,22,81.8,2,8,25.0,0,0.2,0.1,-0.2,1,5,2,1,3
Rafael Leão,FW,Portugal,23-188,1999,1.0,32,47,68.1,412,92,21,23,91.3,7,13,53.8,2,7,28.6,0,0.2,0.2,-0.2,1,0,1,1,3
Raheem Sterling,FW,England,28-007,1994,1.7,45,55,81.8,644,96,21,23,91.3,21,25,84.0,0,2,0.0,1,0.1,0.1,+0.9,1,2,0,0,2
Ramin Rezaeian,DF,IR Iran,32-269,1990,2.0,73,105,69.5,1240,681,37,40,92.5,25,36,69.4,9,26,34.6,0,0.3,0.5,-0.3,3,2,4,1,5
Randal Kolo Muani,FW,France,24-010,1998,1.1,13,24,54.2,171,13,10,15,66.7,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
Raphaël Guerreiro,DF,Portugal,28-358,1993,3.1,156,185,84.3,2301,856,87,95,91.6,56,68,82.4,8,14,57.1,2,0.6,0.7,+1.4,6,9,4,2,14
Raphaël Varane,DF,France,29-234,1993,4.5,199,222,89.6,3993,1178,60,67,89.6,122,127,96.1,17,27,63.0,0,0.0,0.0,0.0,0,19,0,0,5
Raphinha,FW,Brazil,26-001,1996,3.5,111,150,74.0,1916,435,53,59,89.8,43,59,72.9,12,22,54.5,1,1.3,0.9,-0.3,8,5,5,1,11
Rasmus Nissen,DF,Denmark,25-157,1997,2.5,137,179,76.5,1979,746,73,82,89.0,58,76,76.3,3,10,30.0,0,0.0,0.1,0.0,1,13,2,0,19
Raúl Jiménez,FW,Mexico,31-224,1991,0.7,20,32,62.5,312,110,12,18,66.7,4,5,80.0,3,4,75.0,0,0.0,0.0,0.0,0,3,1,0,3
Remo Freuler,MF,Switzerland,30-244,1992,3.6,127,154,82.5,1914,451,68,77,88.3,51,57,89.5,5,11,45.5,0,0.0,0.1,0.0,0,11,1,0,11
Renato Steffen,FW,Switzerland,31-042,1991,0.4,13,15,86.7,170,43,7,8,87.5,5,5,100.0,0,1,0.0,0,0.0,0.1,0.0,0,1,1,0,2
Ricardo Horta,FW,Portugal,28-091,1994,1.3,31,46,67.4,368,54,18,21,85.7,9,18,50.0,0,2,0.0,0,0.1,0.1,-0.1,1,1,1,0,2
Ricardo Rodríguez,DF,Switzerland,30-112,1992,4.0,164,229,71.6,2840,949,78,90,86.7,66,91,72.5,18,35,51.4,0,0.2,0.3,-0.2,2,18,2,0,10
Richarlison,FW,Brazil,25-219,1997,3.6,40,58,69.0,496,89,25,33,75.8,11,16,68.8,1,2,50.0,0,1.0,0.4,-1.0,6,2,3,0,3
Richie Laryea,DF,Canada,27-342,1995,1.8,35,47,74.5,586,125,18,22,81.8,11,16,68.8,3,3,100.0,0,0.5,0.3,-0.5,4,1,1,1,0
Riley McGree,FW,Australia,24-043,1998,2.9,57,75,76.0,800,191,31,37,83.8,19,25,76.0,3,5,60.0,1,0.6,0.3,+0.4,4,5,2,1,3
Ritsu Doan,FW,Japan,24-182,1998,2.4,36,56,64.3,625,195,22,28,78.6,7,11,63.6,6,10,60.0,0,0.2,0.4,-0.2,3,2,2,1,5
Riyadh Sharahili,MF,Saudi Arabia,29-231,1993,0.6,14,17,82.4,203,54,8,8,100.0,5,5,100.0,1,3,33.3,0,0.0,0.0,0.0,1,0,0,0,0
Roan Wilson,MF,Costa Rica,20-228,2002,0.0,4,4,100.0,52,0,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Robert Lewandowski,FW,Poland,34-116,1988,4.0,61,91,67.0,859,177,36,47,76.6,20,27,74.1,3,6,50.0,1,0.4,0.4,+0.6,5,9,1,0,6
Robert Skov,DF,Denmark,26-209,1996,0.2,17,21,81.0,281,55,7,8,87.5,9,9,100.0,1,3,33.3,0,0.0,0.4,0.0,0,1,1,1,2
Roberto Alvarado,FW,Mexico,24-099,1998,0.2,5,10,50.0,50,5,4,6,66.7,1,4,25.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Rodri,DF,Spain,26-176,1996,4.3,642,689,93.2,12636,3349,172,180,95.6,416,435,95.6,50,68,73.5,0,0.2,0.2,-0.2,4,46,2,1,25
Rodrigo Bentancur,MF,Uruguay,25-173,1997,2.4,136,160,85.0,2417,762,62,70,88.6,56,66,84.8,14,17,82.4,0,0.1,0.1,-0.1,2,16,1,1,11
Rodrigo De Paul,MF,Argentina,28-205,1994,5.5,410,492,83.3,6099,1267,240,263,91.3,149,173,86.1,15,32,46.9,0,0.2,0.3,-0.2,6,34,6,1,16
Rodrygo,MF,Brazil,21-340,2001,2.0,91,113,80.5,1201,240,53,61,86.9,28,34,82.4,4,10,40.0,1,0.4,0.6,+0.6,6,4,3,0,7
Rogelio Funes Mori,FW,Mexico,31-285,1991,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Romain Saïss,DF,Morocco,32-264,1990,5.2,159,199,79.9,3400,1479,44,47,93.6,89,102,87.3,24,46,52.2,0,0.0,0.0,0.0,0,8,1,0,7
Romario Ibarra,MF,Ecuador,28-082,1994,0.8,10,14,71.4,121,32,7,11,63.6,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
Romelu Lukaku,FW,Belgium,29-216,1993,0.6,6,9,66.7,67,0,5,6,83.3,1,3,33.3,0,0,,0,0.0,0.1,0.0,1,0,0,0,0
Roozbeh Cheshmi,DF,IR Iran,29-144,1993,0.6,7,11,63.6,125,33,2,3,66.7,5,7,71.4,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Ruben Vargas,FW,Switzerland,24-132,1998,3.2,80,117,68.4,1111,305,50,57,87.7,25,40,62.5,3,9,33.3,1,0.6,0.7,+0.4,5,4,1,0,5
Rubin Colwill,MF,Wales,20-232,2002,0.1,2,4,50.0,26,12,2,2,100.0,0,0,,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Ró-Ró,DF,Qatar,32-131,1990,2.9,78,108,72.2,1324,355,47,51,92.2,25,31,80.6,5,19,26.3,0,0.0,0.1,0.0,0,4,2,0,4
Rónald Matarrita,DF,Costa Rica,28-159,1994,0.3,18,29,62.1,298,173,10,11,90.9,6,12,50.0,2,4,50.0,0,0.0,0.0,0.0,0,2,0,0,0
Rúben Dias,DF,Portugal,25-215,1997,4.0,248,274,90.5,4633,1508,85,89,95.5,138,145,95.2,22,35,62.9,0,0.0,0.0,0.0,0,13,0,0,11
Rúben Neves,MF,Portugal,25-277,1997,3.0,235,257,91.4,4772,1089,84,84,100.0,112,118,94.9,37,46,80.4,0,0.0,0.1,0.0,2,23,2,0,13
Saad Al Sheeb,GK,Qatar,32-299,1990,1.0,18,20,90.0,409,287,5,5,100.0,8,8,100.0,4,6,66.7,0,0.0,0.0,0.0,0,0,0,0,0
Sadegh Moharrami,DF,IR Iran,26-289,1996,1.0,18,26,69.2,204,92,14,14,100.0,3,9,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Saeid Ezatolahi,MF,IR Iran,26-075,1996,2.4,66,88,75.0,1382,474,26,30,86.7,25,34,73.5,14,22,63.6,0,0.2,0.4,-0.2,2,7,4,1,4
Saleh Al-Shehri,FW,Saudi Arabia,29-044,1993,2.5,29,47,61.7,351,40,15,20,75.0,7,11,63.6,2,2,100.0,0,0.1,0.0,-0.1,2,4,0,0,0
Salem Al-Dawsari,MF,Saudi Arabia,31-118,1991,3.0,86,111,77.5,1344,355,44,52,84.6,25,29,86.2,9,14,64.3,0,0.2,0.4,-0.2,6,11,6,0,11
Salis Abdul Samed,MF,Ghana,22-264,2000,2.8,129,145,89.0,2046,466,70,70,100.0,49,54,90.7,9,15,60.0,0,0.0,0.1,0.0,1,11,0,0,2
Salman Al-Faraj,MF,Saudi Arabia,33-136,1989,0.5,12,16,75.0,174,65,8,8,100.0,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,0,0,1,1,0
Sam Adekugbe,DF,Canada,27-333,1995,1.1,63,71,88.7,1003,311,31,33,93.9,27,28,96.4,4,7,57.1,0,0.1,0.1,-0.1,1,4,2,2,4
Saman Ghoddos,MF,IR Iran,29-100,1993,0.5,15,20,75.0,193,39,10,10,100.0,5,6,83.3,0,3,0.0,0,0.0,0.0,0.0,1,0,0,0,2
Sami Al-Najei,MF,Saudi Arabia,25-311,1997,0.5,13,21,61.9,200,64,8,10,80.0,3,7,42.9,1,3,33.3,0,0.0,0.2,0.0,0,0,0,0,0
Samuel Oum Gouet,MF,Cameroon,25-002,1997,1.1,52,59,88.1,884,306,23,23,100.0,20,22,90.9,6,11,54.5,0,0.0,0.0,0.0,0,6,0,0,3
Sardar Azmoun,FW,IR Iran,27-348,1995,1.4,18,30,60.0,225,85,8,14,57.1,7,8,87.5,0,1,0.0,0,0.1,0.2,-0.1,1,3,1,0,2
Saud Abdulhamid,DF,Saudi Arabia,23-150,1999,3.0,88,122,72.1,1395,541,40,46,87.0,38,54,70.4,6,11,54.5,0,0.0,0.1,0.0,2,9,4,1,11
Saša Lukić,MF,Serbia,26-124,1996,2.7,143,162,88.3,2488,505,60,67,89.6,70,76,92.1,10,13,76.9,0,0.0,0.1,0.0,0,12,1,1,5
Sebastian Szymański,MF,Poland,23-219,1999,1.5,26,41,63.4,442,138,14,20,70.0,9,12,75.0,2,3,66.7,0,0.0,0.1,0.0,0,3,0,0,2
Sebastián Coates,DF,Uruguay,32-069,1990,2.0,76,93,81.7,1425,583,33,38,86.8,31,35,88.6,12,18,66.7,0,0.0,0.0,0.0,0,10,0,0,7
Selim Amallah,MF,Morocco,26-030,1996,4.3,54,71,76.1,696,163,35,38,92.1,15,21,71.4,2,6,33.3,0,0.1,0.1,-0.1,3,4,2,0,4
Serge Gnabry,FW,Germany,27-154,1995,2.9,86,118,72.9,1060,281,56,72,77.8,21,25,84.0,3,3,100.0,1,1.5,0.7,-0.5,6,1,4,3,3
Sergej Milinković-Savić,MF,Serbia,27-291,1995,2.6,87,120,72.5,1467,405,44,55,80.0,33,41,80.5,8,16,50.0,0,0.0,0.2,0.0,0,9,2,0,10
Sergio Busquets,MF,Spain,34-152,1988,4.0,261,289,90.3,4222,1044,124,136,91.2,111,118,94.1,16,20,80.0,0,0.1,0.2,-0.1,3,31,3,0,17
Sergio Rochet,GK,Uruguay,29-267,1993,3.0,54,78,69.2,1262,1003,17,17,100.0,27,28,96.4,10,33,30.3,0,0.0,0.0,0.0,0,0,0,0,0
Sergiño Dest,DF,United States,22-042,2000,3.4,172,200,86.0,2635,848,101,105,96.2,60,67,89.6,8,15,53.3,1,0.5,0.5,+0.5,3,15,2,1,13
Shaquell Moore,DF,United States,26-043,1996,0.2,14,21,66.7,218,85,9,11,81.8,4,6,66.7,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,0
Shogo Taniguchi,DF,Japan,31-153,1991,2.3,72,85,84.7,1299,480,40,42,95.2,23,27,85.2,9,14,64.3,0,0.0,0.0,0.0,0,10,0,0,2
Shūichi Gonda,GK,Japan,33-287,1989,4.3,68,113,60.2,1770,1301,20,20,100.0,32,33,97.0,16,59,27.1,0,0.0,0.0,0.0,0,1,0,0,0
Silvan Widmer,DF,Switzerland,29-285,1993,2.9,127,169,75.1,2070,814,62,70,88.6,53,70,75.7,10,20,50.0,1,0.8,0.9,+0.2,2,12,3,2,10
Simon Kjær,DF,Denmark,33-264,1989,0.7,50,59,84.7,989,462,20,24,83.3,25,28,89.3,5,7,71.4,0,0.0,0.0,0.0,0,3,1,0,4
Sofiane Boufal,FW,Morocco,29-089,1993,4.6,83,112,74.1,1426,411,45,54,83.3,24,35,68.6,10,14,71.4,0,0.3,0.4,-0.3,4,9,5,2,12
Sofyan Amrabat,MF,Morocco,26-116,1996,6.3,224,270,83.0,3873,1113,95,108,88.0,100,112,89.3,22,33,66.7,0,0.1,0.1,-0.1,2,9,1,0,11
Son Heung-min,FW,Korea Republic,30-160,1992,4.0,77,115,67.0,1199,263,41,46,89.1,26,37,70.3,7,21,33.3,1,1.0,0.7,0.0,7,1,3,1,3
Son Jun-ho,MF,Korea Republic,30-217,1992,0.8,55,59,93.2,1190,408,21,22,95.5,23,24,95.8,11,13,84.6,0,0.0,0.0,0.0,0,10,0,0,5
Sorba Thomas,MF,Wales,23-115,1999,0.0,3,4,75.0,64,24,0,0,,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,1,1,0
Srđan Babić,DF,Serbia,26-237,1996,0.1,10,16,62.5,231,66,2,4,50.0,5,6,83.3,3,6,50.0,0,0.0,0.0,0.0,0,0,0,0,0
Stefan Mitrović,DF,Serbia,32-207,1990,0.4,18,21,85.7,313,111,7,8,87.5,8,9,88.9,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0
Stephen Eustáquio,MF,Canada,25-359,1996,1.4,83,93,89.2,1443,497,40,41,97.6,29,29,100.0,12,17,70.6,0,0.2,0.3,-0.2,2,8,3,0,10
Steve Mandanda,GK,France,37-262,1985,1.0,19,31,61.3,414,303,2,2,100.0,15,15,100.0,2,14,14.3,0,0.0,0.0,0.0,0,0,0,0,0
Steven Berghuis,MF,Netherlands,30-361,1991,2.2,97,131,74.0,1789,507,41,51,80.4,33,44,75.0,17,24,70.8,1,0.1,0.2,+0.9,2,17,2,1,8
Steven Bergwijn,FW,Netherlands,25-068,1997,2.4,64,72,88.9,679,79,46,51,90.2,10,11,90.9,2,3,66.7,0,0.0,0.3,0.0,0,2,1,0,2
Steven Vitória,DF,Canada,35-338,1987,3.0,160,186,86.0,2837,1119,77,83,92.8,66,70,94.3,16,30,53.3,0,0.0,0.0,0.0,0,8,0,0,8
Strahinja Pavlović,DF,Serbia,21-205,2001,2.6,121,156,77.6,1987,944,55,66,83.3,54,66,81.8,8,17,47.1,0,0.0,0.1,0.0,0,15,0,0,13
Sultan Al-Ghanam,DF,Saudi Arabia,28-223,1994,1.4,34,52,65.4,489,245,23,27,85.2,9,14,64.3,2,8,25.0,0,0.1,0.1,-0.1,1,0,2,2,5
Taha Yassine Khenissi,FW,Tunisia,30-343,1992,0.3,2,6,33.3,27,0,1,1,100.0,1,2,50.0,0,0,,0,0.1,0.0,-0.1,1,1,0,0,0
Tajon Buchanan,MF,Canada,23-310,1999,2.9,61,89,68.5,806,261,40,47,85.1,18,27,66.7,1,8,12.5,1,0.5,0.5,+0.5,4,5,4,2,7
Takefusa Kubo,FW,Japan,21-194,2001,1.0,6,11,54.5,87,23,4,6,66.7,2,5,40.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1
Takehiro Tomiyasu,DF,Japan,24-040,1998,2.1,73,103,70.9,1188,500,36,43,83.7,32,41,78.0,4,18,22.2,0,0.2,0.1,-0.2,3,6,2,0,4
Takuma Asano,FW,Japan,28-035,1994,1.8,21,28,75.0,227,44,12,15,80.0,4,6,66.7,1,1,100.0,0,0.2,0.0,-0.2,2,3,0,0,0
Takumi Minamino,FW,Japan,27-333,1995,0.7,14,22,63.6,200,34,9,11,81.8,4,5,80.0,1,5,20.0,0,0.0,0.0,0.0,0,0,1,1,0
Tarek Salman,DF,Qatar,25-010,1997,0.1,7,10,70.0,122,34,3,3,100.0,4,4,100.0,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,0
Tariq Lamptey,DF,Ghana,22-076,2000,1.1,21,34,61.8,315,88,11,13,84.6,10,16,62.5,0,4,0.0,0,0.0,0.0,0.0,0,0,2,1,2
Teun Koopmeiners,MF,Netherlands,24-290,1998,2.4,90,119,75.6,1448,490,47,53,88.7,36,42,85.7,6,11,54.5,1,0.2,0.1,+0.8,2,9,0,0,6
Theo Hernández,DF,France,25-070,1997,4.9,251,289,86.9,4044,1186,143,154,92.9,86,96,89.6,21,33,63.6,2,1.2,1.0,+0.8,11,20,7,5,13
Thiago Almada,MF,Argentina,21-233,2001,0.1,13,13,100.0,207,26,5,5,100.0,7,7,100.0,0,0,,0,0.2,0.1,-0.2,1,0,1,0,1
Thiago Silva,DF,Brazil,38-084,1984,4.3,322,344,93.6,6145,2410,115,120,95.8,174,181,96.1,32,39,82.1,1,0.9,0.6,+0.1,4,15,3,1,15
Thibaut Courtois,GK,Belgium,30-218,1992,3.0,108,123,87.8,2642,1731,20,20,100.0,66,66,100.0,22,37,59.5,0,0.0,0.0,0.0,0,2,0,0,0
Thilo Kehrer,DF,Germany,26-085,1996,0.8,22,29,75.9,356,155,12,15,80.0,7,9,77.8,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,1
Thomas Delaney,MF,Denmark,31-103,1991,0.5,24,29,82.8,394,73,11,12,91.7,11,13,84.6,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,1
Thomas Meunier,DF,Belgium,31-094,1991,2.3,110,147,74.8,2169,632,37,44,84.1,58,70,82.9,15,28,53.6,0,0.5,0.0,-0.5,3,8,2,0,9
Thomas Müller,FW,Germany,33-093,1989,2.2,56,78,71.8,722,184,35,44,79.5,14,19,73.7,2,4,50.0,0,0.6,0.5,-0.6,8,2,4,1,6
Thomas Partey,MF,Ghana,29-185,1993,3.0,146,176,83.0,2483,822,67,76,88.2,58,65,89.2,16,25,64.0,0,0.1,0.2,-0.1,2,18,2,0,14
